,word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
2286,coincide,0,0,0,0,0,0,0,0,0,0
2287,coincidence,0,0,0,0,0,0,0,0,1,0
2288,coincident,0,0,0,0,0,0,0,0,0,0
2289,coinciding,0,0,0,0,0,0,0,0,0,0
2290,coke,0,0,0,0,0,0,0,0,0,0
2291,cold,0,0,0,0,0,1,0,0,0,0
2292,coldly,0,0,0,0,0,1,0,0,0,0
2293,coldness,1,0,1,1,0,1,0,1,0,0
2294,colic,0,0,0,0,0,1,0,0,0,0
2295,collaborator,0,0,0,0,0,0,0,0,0,1
2296,collapse,0,0,1,1,0,1,0,1,0,0
2297,collar,0,0,0,0,0,0,0,0,0,0
2298,collate,0,0,0,0,0,0,0,0,0,0
2299,collateral,0,0,0,0,0,0,0,0,0,1
2300,collation,0,0,0,0,0,0,0,0,0,0
2301,colleague,0,0,0,0,0,0,0,0,0,0
2302,collect,0,0,0,0,0,0,0,0,0,0
2303,collected,0,0,0,0,0,0,0,0,0,0
2304,collection,0,0,0,0,0,0,0,0,0,0
2305,collective,0,0,0,0,0,0,0,0,0,0
2306,collectively,0,0,0,0,0,0,1,0,0,1
2307,collector,0,0,0,0,0,0,0,0,0,0
2308,college,0,0,0,0,0,0,0,0,0,0
2309,collegiate,0,0,0,0,0,0,0,0,0,0
2310,collide,0,0,0,0,0,0,0,0,0,0
2311,collie,0,0,0,0,0,0,0,0,0,0
2312,collision,1,0,0,0,0,1,0,0,0,0
2313,collocation,0,0,0,0,0,0,0,0,0,0
2314,colloquial,0,0,0,0,0,0,0,0,0,0
2315,collusion,1,0,1,1,0,1,0,1,0,0
2316,colon,0,0,0,0,0,0,0,0,0,0
2317,colonel,0,0,0,0,0,0,1,0,0,1
2318,colonial,0,0,0,0,0,0,0,0,0,0
2319,colony,0,0,0,0,0,0,0,0,0,0
2320,colophon,0,0,0,0,0,0,0,0,0,0
2321,color,0,0,0,0,0,0,0,0,0,0
2322,coloration,0,0,0,0,0,0,0,0,0,0
2323,colored,0,0,0,0,0,0,0,0,0,0
2324,coloring,0,0,0,0,0,0,0,0,0,0
2325,colorless,0,0,0,0,0,0,0,0,0,0
2326,colors,0,0,0,0,0,0,0,0,0,0
2327,colossal,0,0,0,0,0,0,1,0,0,0
2328,colt,0,0,0,0,0,0,0,0,0,0
2329,column,0,0,0,0,0,0,0,0,0,0
2330,columnar,0,0,0,0,0,0,0,0,0,0
2331,coma,0,0,0,1,0,1,0,1,0,0
2332,comatose,0,0,0,1,0,1,0,1,0,0
2333,comb,0,0,0,0,0,0,0,0,0,0
2334,combat,1,0,0,1,0,1,0,0,0,0
2335,combatant,1,0,0,1,0,1,0,0,0,0
2336,combative,1,0,0,1,0,1,0,0,0,0
2337,combination,0,0,0,0,0,0,0,0,0,0
2338,combinatorial,0,0,0,0,0,0,0,0,0,0
2339,combine,0,0,0,0,0,0,0,0,0,0
2340,combined,0,0,0,0,0,0,0,0,0,0
2341,combustible,0,0,0,0,0,0,0,0,0,0
2342,combustion,0,0,0,0,0,0,0,0,0,0
2343,comedy,0,0,0,0,0,0,0,0,0,0
2344,comet,0,0,0,0,0,0,0,0,0,0
2345,comfort,0,1,0,0,1,0,1,0,0,1
2346,comforter,0,0,0,0,0,0,0,0,0,0
2347,comic,0,0,0,0,0,0,0,0,0,0
2348,comical,0,0,0,0,0,0,0,0,0,0
2349,coming,0,1,0,0,0,0,0,0,0,0
2350,comma,0,0,0,0,0,0,0,0,0,0
2351,command,0,0,0,0,0,0,0,0,0,0
2352,commandant,0,0,0,0,0,0,1,0,0,1
2353,commander,0,0,0,0,0,0,0,0,0,0
2354,commanding,0,0,0,0,0,0,1,0,0,1
2355,commemorate,0,1,0,0,1,0,1,1,0,0
2356,commemoration,0,1,0,0,1,0,1,0,0,0
2357,commemorative,0,1,0,0,0,0,1,0,0,0
2358,commence,0,0,0,0,0,0,0,0,0,0
2359,commend,0,0,0,0,0,0,1,0,0,0
2360,commendable,0,0,0,0,1,0,1,0,0,1
2361,commensurate,0,0,0,0,0,0,0,0,0,0
2362,comment,0,0,0,0,0,0,0,0,0,0
2363,commentary,0,0,0,0,0,0,0,0,0,0
2364,commentator,0,0,0,0,0,0,1,0,0,0
2365,commerce,0,0,0,0,0,0,0,0,0,1
2366,commercial,0,0,0,0,0,0,0,0,0,0
2367,commissary,0,0,0,0,0,0,0,0,0,0
2368,commission,0,0,0,0,0,0,0,0,0,1
2369,commissioner,0,0,0,0,0,0,0,0,0,0
2370,commit,0,0,0,0,0,0,0,0,0,0
2371,committal,0,0,0,0,0,1,0,1,0,0
2372,committed,0,0,0,0,0,0,1,0,0,1
2373,committee,0,0,0,0,0,0,0,0,0,1
2374,commodity,0,0,0,0,0,0,0,0,0,0
2375,commodore,0,0,0,0,0,0,1,0,0,1
2376,common,0,0,0,0,0,0,0,0,0,0
2377,commonly,0,0,0,0,0,0,0,0,0,0
2378,commonplace,0,1,0,0,0,0,0,0,0,1
2379,commons,0,0,0,0,0,0,0,0,0,0
2380,commonwealth,0,0,0,0,0,0,1,0,0,1
2381,commotion,1,0,0,0,0,1,0,0,0,0
2382,commune,0,0,0,0,0,0,0,0,0,0
2383,communicable,0,0,0,0,0,0,0,0,0,0
2384,communicate,0,0,0,0,0,0,1,0,0,1
2385,communication,0,0,0,0,0,0,0,0,0,1
2386,communicative,0,0,0,0,0,0,1,0,0,0
2387,communion,0,0,0,0,1,0,1,0,0,1
2388,communism,1,0,0,1,0,1,0,1,0,0
2389,communist,0,0,0,0,0,1,0,0,0,0
2390,community,0,0,0,0,0,0,1,0,0,0
2391,commutation,0,0,0,0,0,0,1,0,0,0
2392,commutative,0,0,0,0,0,0,0,0,0,0
2393,commute,0,0,0,0,0,0,1,0,0,0
2394,commuter,0,0,0,0,0,0,0,0,0,0
2395,compact,0,0,0,0,0,0,0,0,0,1
2396,compaction,0,0,0,0,0,0,0,0,0,0
2397,compactness,0,0,0,0,0,0,0,0,0,0
2398,companion,0,0,0,0,1,0,1,0,0,1
2399,companionship,0,0,0,0,0,0,0,0,0,0
2400,company,0,0,0,0,0,0,0,0,0,0
2401,comparable,0,0,0,0,0,0,0,0,0,0
2402,comparative,0,0,0,0,0,0,0,0,0,0
2403,comparatively,0,0,0,0,0,0,0,0,0,0
2404,comparison,0,0,0,0,0,0,0,0,0,0
2405,compartment,0,0,0,0,0,0,0,0,0,0
2406,compass,0,0,0,0,0,0,0,0,0,1
2407,compassion,0,0,0,1,0,0,1,0,0,0
2408,compassionate,0,0,0,0,0,0,1,0,0,0
2409,compatibility,0,0,0,0,0,0,1,0,0,0
2410,compatible,0,0,0,0,0,0,1,0,0,0
2411,compel,0,0,0,0,0,0,0,0,0,0
2412,compelled,0,0,0,0,0,0,0,0,0,0
2413,compelling,0,0,0,0,0,0,1,0,0,0
2414,compendium,0,0,0,0,0,0,0,0,0,0
2415,compensate,0,1,0,0,1,0,1,0,1,1
2416,compensation,0,0,0,0,0,0,0,0,0,0
2417,compensatory,0,0,0,0,0,0,1,0,0,0
2418,competence,0,0,0,0,0,0,1,0,0,1
2419,competency,0,0,0,0,0,0,1,0,0,1
2420,competent,0,0,0,0,0,0,1,0,0,1
2421,competition,0,1,0,0,0,1,0,0,0,0
2422,competitive,0,0,0,0,0,0,0,0,0,0
2423,competitor,0,0,0,0,0,0,0,0,0,0
2424,compilation,0,0,0,0,0,0,0,0,0,0
2425,compile,0,0,0,0,0,0,0,0,0,0
2426,complacency,0,0,0,0,0,0,1,0,0,0
2427,complacent,0,0,0,0,0,0,0,0,0,0
2428,complain,1,0,0,0,0,1,0,1,0,0
2429,complaint,1,0,0,0,0,1,0,0,0,0
2430,complement,0,1,0,0,1,0,1,0,1,1
2431,complementary,0,0,0,0,0,0,1,0,0,0
2432,completed,0,0,0,0,0,0,0,0,0,0
2433,completely,0,0,0,0,0,0,1,0,0,0
2434,completeness,0,0,0,0,0,0,1,0,0,0
2435,completing,0,1,0,0,1,0,1,0,0,0
2436,completion,0,1,0,0,1,0,1,0,0,0
2437,complex,0,0,0,0,0,0,0,0,0,0
2438,complexed,0,0,0,0,0,1,0,0,0,0
2439,complexion,0,0,0,0,0,0,0,0,0,0
2440,complexity,0,0,0,0,0,1,0,0,0,0
2441,compliance,0,0,0,0,0,0,1,0,0,1
2442,compliant,0,0,0,0,0,0,1,0,0,0
2443,complicate,1,0,0,0,0,1,0,0,0,0
2444,complicated,0,0,0,0,0,1,0,0,0,0
2445,complication,0,0,0,0,0,1,0,0,0,0
2446,complicity,0,0,0,0,0,1,1,0,0,0
2447,compliment,0,1,0,0,1,0,1,0,1,1
2448,comply,0,0,0,0,0,0,0,0,0,0
2449,complying,0,0,0,0,0,0,0,0,0,0
2450,compo,0,0,0,0,0,0,0,0,0,0
2451,component,0,0,0,0,0,0,0,0,0,0
2452,compose,0,0,0,0,0,0,0,0,0,0
2453,composed,0,0,0,0,0,0,1,0,0,0
2454,composer,0,0,0,0,0,0,1,0,0,0
2455,composite,0,0,0,0,0,0,0,0,0,0
2456,composition,0,0,0,0,0,0,0,0,0,0
2457,compost,0,0,1,0,0,1,0,0,0,0
2458,composure,0,0,0,0,0,0,1,0,0,0
2459,compound,0,0,0,0,0,0,0,0,0,0
2460,comprehend,0,0,0,0,0,0,1,0,0,0
2461,comprehension,0,0,0,0,0,0,0,0,0,0
2462,comprehensive,0,0,0,0,0,0,1,0,0,0
2463,compress,1,0,0,0,0,0,0,0,0,0
2464,compressed,0,0,0,0,0,0,0,0,0,0
2465,compressible,0,0,0,0,0,0,0,0,0,0
2466,compression,0,0,0,0,0,0,0,0,0,0
2467,comprise,0,0,0,0,0,0,0,0,0,0
2468,compromise,0,0,0,0,0,0,0,0,0,0
2469,comptroller,0,0,0,0,0,0,0,0,0,1
2470,compulsion,1,0,0,0,0,1,0,0,0,0
2471,compulsory,0,0,0,0,0,1,0,0,0,0
2472,computable,0,0,0,0,0,0,0,0,0,0
2473,computation,0,0,0,0,0,0,0,0,0,0
2474,compute,0,0,0,0,0,0,0,0,0,0
2475,computer,0,0,0,0,0,0,0,0,0,0
2476,comrade,0,0,0,0,0,0,1,0,0,1
2477,con,0,0,0,0,0,0,0,0,0,0
2478,concatenation,0,0,0,0,0,0,0,0,0,0
2479,concave,0,0,0,0,0,0,0,0,0,0
2480,conceal,0,0,0,0,0,1,0,1,0,0
2481,concealed,0,1,0,1,0,1,0,0,1,0
2482,concealment,1,1,0,1,0,1,0,0,0,0
2483,conceit,0,0,0,0,0,1,0,0,0,0
2484,conceited,0,0,0,0,0,1,0,0,0,0
2485,conceivable,0,0,0,0,0,0,0,0,0,0
2486,concentrate,0,0,0,0,0,0,0,0,0,0
2487,concentration,0,0,0,0,0,0,0,0,0,0
2488,concentric,0,0,0,0,0,0,1,0,0,0
2489,conception,0,0,0,0,0,0,0,0,0,0
2490,concern,0,0,0,0,0,0,0,0,0,0
2491,concerned,0,0,0,1,0,0,0,1,0,0
2492,concert,0,0,0,0,0,0,0,0,0,0
2493,concession,0,0,0,0,0,0,0,0,0,0
2494,concessional,0,0,0,0,0,0,0,0,0,0
2495,concierge,0,0,0,0,0,0,0,0,0,0
2496,conciliation,0,0,0,0,1,0,1,0,0,1
2497,concise,0,0,0,0,0,0,0,0,0,0
2498,conclave,0,0,0,0,0,0,0,0,0,0
2499,conclude,0,0,0,0,0,0,0,0,0,0
2500,concluding,0,0,0,0,0,0,1,0,0,0
2501,conclusion,0,0,0,0,0,0,0,0,0,0
2502,concoction,0,0,0,0,0,0,0,0,0,0
2503,concomitant,0,0,0,0,0,0,0,0,0,0
2504,concord,0,0,0,0,0,0,1,0,0,1
2505,concordance,0,0,0,0,0,0,1,0,0,1
2506,concours,0,0,0,0,0,0,0,0,0,0
2507,concourse,0,0,0,0,0,0,0,0,0,0
2508,concrete,0,0,0,0,0,0,0,0,0,0
2509,concurrence,0,0,0,0,0,0,0,0,0,0
2510,concurrent,0,0,0,0,0,0,0,0,0,0
2511,concurring,0,0,0,0,0,0,0,0,0,0
2512,concussion,1,0,0,0,0,1,0,1,0,0
2513,condemn,1,0,0,0,0,1,0,0,0,0
2514,condemnation,1,1,1,1,0,1,0,1,0,0
2515,condensation,0,0,0,0,0,0,0,0,0,0
2516,condensed,0,0,0,0,0,0,0,0,0,0
2517,condescending,0,0,0,0,0,1,0,0,0,0
2518,condescension,1,0,1,0,0,1,0,1,0,0
2519,condiment,0,0,0,0,0,0,0,0,0,0
2520,condition,0,0,0,0,0,0,0,0,0,0
2521,conditional,0,0,0,0,0,0,0,0,0,0
2522,conditionally,0,0,0,0,0,0,0,0,0,0
2523,conditioned,0,0,0,0,0,0,0,0,0,0
2524,conditions,0,0,0,0,0,0,0,0,0,0
2525,condolence,0,0,0,0,0,0,1,1,0,0
2526,condone,0,0,0,0,0,0,1,0,0,0
2527,conducive,0,0,0,0,0,0,1,0,0,0
2528,conduct,0,0,0,0,0,0,0,0,0,0
2529,conduction,0,0,0,0,0,0,0,0,0,0
2530,conductivity,0,0,0,0,0,0,1,0,0,0
2531,conductor,0,0,0,0,0,0,0,0,0,0
2532,conduit,0,0,0,0,0,0,0,0,0,0
2533,cone,0,0,0,0,0,0,0,0,0,0
2534,confederate,0,0,0,0,0,0,1,0,0,1
2535,confederation,0,0,0,0,0,0,0,0,0,0
2536,confer,0,0,0,0,0,0,0,0,0,0
2537,conference,0,0,0,0,0,0,0,0,0,0
2538,confess,0,0,0,0,0,1,1,0,0,1
2539,confession,0,1,0,1,0,1,0,1,1,0
2540,confessional,0,0,0,1,0,0,0,0,0,1
2541,confessions,0,0,0,0,0,0,0,0,0,0
2542,confide,0,0,0,0,0,0,0,0,0,1
2543,confidence,0,0,0,1,1,0,1,0,0,1
2544,confident,0,0,0,0,1,0,1,0,0,1
2545,confidential,0,0,0,0,0,0,0,0,0,1
2546,confidentially,0,0,0,0,0,0,0,0,0,1
2547,configuration,0,0,0,0,0,0,0,0,0,0
2548,confine,1,0,0,1,0,1,0,1,0,0
2549,confined,1,0,1,1,0,1,0,1,0,0
2550,confinement,1,0,0,1,0,1,0,1,0,0
2551,confines,0,0,0,0,0,0,0,0,0,0
2552,confirm,0,0,0,0,0,0,0,0,0,0
2553,confirmation,0,0,0,0,0,0,0,0,0,1
2554,confirmatory,0,0,0,0,0,0,0,0,0,0
2555,confirmed,0,0,0,0,0,0,1,0,0,1
2556,confiscate,1,0,0,0,0,1,0,1,0,0
2557,confiscation,0,0,0,0,0,1,0,0,0,0
2558,conflagration,1,0,0,1,0,1,0,0,0,0
2559,conflict,1,0,0,1,0,1,0,1,0,0
2560,conflicting,0,0,0,0,0,1,0,0,0,0
2561,confluence,0,0,0,0,0,0,0,0,0,0
2562,conformance,0,0,0,0,0,0,1,0,0,0
2563,conformation,0,0,0,0,0,0,0,0,0,0
2564,conformity,0,0,0,0,0,0,0,0,0,1
2565,confound,0,0,0,0,0,1,0,0,0,0
2566,confounded,0,0,0,0,0,1,0,0,0,0
2567,confront,1,0,0,0,0,0,0,0,0,0
2568,confuse,0,0,0,0,0,1,0,0,0,0
2569,confusion,1,0,0,1,0,1,0,0,0,0
2570,congenial,0,0,0,0,0,0,1,0,0,0
2571,congenital,0,0,0,0,0,0,0,0,0,0
2572,congestion,0,0,0,0,0,1,0,0,0,0
2573,conglomerate,0,0,0,0,0,0,0,0,0,1
2574,conglomeration,0,0,0,0,0,0,0,0,0,0
2575,congratulatory,0,0,0,0,1,0,1,0,0,0
2576,congregate,0,0,0,0,0,0,0,0,0,0
2577,congregation,0,0,0,0,0,0,1,0,0,1
2578,congress,0,0,1,0,0,0,0,0,0,1
2579,congressional,0,0,0,0,0,0,0,0,0,0
2580,congressman,0,0,0,0,0,0,0,0,0,1
2581,congruence,0,0,0,0,0,0,1,0,0,1
2582,conic,0,0,0,0,0,0,0,0,0,0
2583,conical,0,0,0,0,0,0,0,0,0,0
2584,conjecture,0,1,0,0,0,0,0,0,0,0
2585,conjugal,0,0,0,0,0,0,0,0,0,0
2586,conjugate,0,0,0,0,0,0,0,0,0,0
2587,conjugation,0,0,0,0,0,0,0,0,0,0
2588,conjunction,0,0,0,0,0,0,0,0,0,0
2589,conjunctive,0,0,0,0,0,0,0,0,0,0
2590,conjure,0,1,0,0,0,0,0,0,1,0
2591,conjuring,0,0,0,0,0,1,0,0,0,0
2592,connect,0,0,0,0,0,0,0,0,0,0
2593,connected,0,0,0,0,0,0,0,0,0,0
2594,connection,0,0,0,0,0,0,0,0,0,0
2595,connective,0,0,0,0,0,0,0,0,0,1
2596,connoisseur,0,0,0,0,1,0,1,0,0,1
2597,conquer,0,0,0,0,0,0,0,0,0,0
2598,conqueror,0,0,0,0,0,0,0,0,0,0
2599,conquest,1,0,0,1,0,1,0,0,0,0
2600,conscience,0,0,0,0,0,0,1,0,0,1
2601,conscientious,0,0,0,0,0,0,1,0,0,1
2602,consciousness,0,0,0,0,0,0,1,0,0,0
2603,conscription,0,0,0,0,0,0,0,0,0,0
2604,consecration,0,1,0,0,1,0,1,1,0,1
2605,consecutive,0,0,0,0,0,0,0,0,0,0
2606,consent,0,0,0,0,0,0,0,0,0,0
2607,consenting,0,0,0,0,0,0,0,0,0,0
2608,consequence,0,0,0,0,0,0,0,0,0,0
2609,consequent,0,1,0,0,0,0,0,0,0,0
2610,conservation,0,1,0,0,0,0,1,0,0,1
2611,conservatism,0,0,0,0,0,0,0,0,0,0
2612,conservative,0,0,0,0,0,0,0,0,0,0
2613,conservatory,0,0,0,0,0,0,0,0,0,0
2614,conserve,0,0,0,0,0,0,1,0,0,0
2615,considerable,0,0,0,0,0,0,1,0,0,0
2616,considerate,0,0,0,0,0,0,1,0,0,1
2617,consignee,0,0,0,0,0,0,0,0,0,0
2618,consignment,0,0,0,0,0,0,0,0,0,0
2619,consistency,0,0,0,0,0,0,1,0,0,1
2620,consistent,0,0,0,0,0,0,0,0,0,0
2621,consolation,0,0,0,0,0,0,0,0,0,0
2622,console,0,0,0,0,0,0,1,1,0,0
2623,consolidate,0,0,0,0,0,0,0,0,0,0
2624,consolidation,0,0,0,0,0,0,0,0,0,0
2625,consonant,0,0,0,0,0,0,1,0,0,0
2626,consort,0,0,0,0,0,0,0,0,0,1
2627,conspicuous,0,0,0,0,0,0,0,0,0,0
2628,conspiracy,0,0,0,1,0,0,0,0,0,0
2629,conspirator,1,1,1,1,0,1,0,0,0,0
2630,conspire,0,0,0,1,0,1,0,0,0,0
2631,constable,0,0,0,0,0,0,0,0,0,1
2632,constancy,0,0,0,0,0,0,1,0,0,1
2633,constant,0,0,0,0,0,0,1,0,0,1
2634,constantly,0,0,0,0,0,0,0,0,0,1
2635,constellation,0,0,0,0,0,0,0,0,0,0
2636,consternation,1,0,0,1,0,1,0,0,0,0
2637,constipation,0,0,1,0,0,1,0,0,0,0
2638,constituent,0,0,0,0,0,0,0,0,0,0
2639,constituents,0,0,0,0,0,0,0,0,0,0
2640,constitute,0,0,0,0,0,0,0,0,0,1
2641,constitution,0,0,0,0,0,0,0,0,0,0
2642,constitutional,0,0,0,0,0,0,1,0,0,1
2643,constitutionality,0,0,0,0,0,0,0,0,0,0
2644,constrain,0,0,0,1,0,1,0,0,0,0
2645,constrained,0,0,0,0,0,1,0,0,0,0
2646,constraint,1,0,0,1,0,1,0,1,0,0
2647,construct,0,0,0,0,0,0,1,0,0,0
2648,construction,0,0,0,0,0,0,0,0,0,0
2649,construe,0,0,0,0,0,0,0,0,0,0
2650,consul,0,0,0,0,0,0,0,0,0,1
2651,consult,0,0,0,0,0,0,0,0,0,1
2652,consultation,0,0,0,0,0,0,0,0,0,0
2653,consume,0,0,0,0,0,0,0,0,0,0
2654,consuming,0,0,0,0,0,0,0,0,0,0
2655,consummate,0,0,0,0,0,0,1,0,0,0
2656,consummation,0,0,0,0,0,0,0,0,0,0
2657,consumption,0,0,0,0,0,0,0,0,0,0
2658,contact,0,0,0,0,0,0,1,0,0,0
2659,contagion,0,1,1,1,0,1,0,0,0,0
2660,contagious,0,0,1,1,0,1,0,0,0,0
2661,containment,0,0,0,0,0,0,0,0,0,0
2662,contaminate,0,0,1,0,0,1,0,0,0,0
2663,contaminated,0,0,1,1,0,1,0,1,0,0
2664,contamination,0,0,1,0,0,1,0,0,0,0
2665,contemplate,0,0,0,0,0,0,0,0,0,0
2666,contemplation,0,0,0,0,0,0,1,0,0,0
2667,contemplative,0,0,0,0,0,0,0,0,0,0
2668,contemporaneous,0,0,0,0,0,0,0,0,0,0
2669,contemporary,0,0,0,0,0,0,0,0,0,0
2670,contempt,1,0,1,1,0,1,0,0,0,0
2671,contemptible,1,0,1,0,0,1,0,0,0,0
2672,contemptuous,1,0,0,0,0,1,0,0,0,0
2673,contending,0,0,0,0,0,0,0,0,0,0
2674,content,0,0,0,0,1,0,1,0,0,1
2675,contention,0,0,0,0,0,0,0,0,0,0
2676,contentious,1,0,1,1,0,1,0,0,0,0
2677,contents,0,0,0,0,0,0,0,0,0,0
2678,context,0,0,0,0,0,0,0,0,0,0
2679,contiguous,0,0,0,0,0,0,0,0,0,0
2680,continence,0,0,0,0,0,0,0,0,0,0
2681,continent,0,0,0,0,0,0,0,0,0,0
2682,continental,0,0,0,0,0,0,0,0,0,0
2683,contingency,0,0,0,0,0,0,0,0,0,0
2684,contingent,0,1,0,0,0,0,0,0,0,0
2685,continual,0,0,0,0,0,0,0,0,0,0
2686,continually,0,0,0,0,0,0,0,0,0,0
2687,continuance,0,0,0,0,0,0,0,0,0,0
2688,continuation,0,1,0,0,0,0,0,0,0,0
2689,continue,0,1,0,0,0,0,1,0,0,1
2690,continued,0,0,0,0,0,0,0,0,0,0
2691,continuing,0,0,0,0,0,0,0,0,0,0
2692,continuity,0,0,0,0,0,0,0,0,0,0
2693,continuous,0,0,0,0,0,0,0,0,0,0
2694,continuously,0,0,0,0,0,0,0,0,0,0
2695,contour,0,0,0,0,0,0,1,0,0,0
2696,contraband,1,0,1,1,0,1,0,0,0,0
2697,contract,0,0,0,0,0,0,0,0,0,0
2698,contracted,0,0,0,0,0,1,0,0,0,0
2699,contractile,0,0,0,0,0,0,0,0,0,0
2700,contracting,0,0,0,0,0,0,0,0,0,0
2701,contraction,0,0,0,0,0,0,0,0,0,0
2702,contradict,1,0,0,0,0,1,0,0,0,0
2703,contradiction,0,0,0,0,0,1,0,0,0,0
2704,contradictory,0,0,0,0,0,1,0,0,0,0
2705,contrary,0,0,0,0,0,1,0,0,0,0
2706,contrast,0,0,0,0,0,0,0,0,0,0
2707,contrasted,0,0,0,0,0,1,0,0,0,0
2708,contravene,0,0,0,0,0,1,0,0,0,0
2709,contravention,0,0,0,0,0,1,0,0,0,0
2710,contribute,0,0,0,0,0,0,1,0,0,0
2711,contributor,0,0,0,0,0,0,1,0,0,1
2712,contrived,0,0,0,0,0,0,0,0,0,0
2713,control,0,0,0,0,0,0,0,0,0,0
2714,controversial,1,0,0,0,0,1,0,0,0,0
2715,controversy,0,0,0,0,0,1,0,0,0,0
2716,conundrum,0,0,0,0,0,0,0,0,0,0
2717,convalescent,0,0,0,0,0,0,0,0,0,0
2718,convection,0,0,0,0,0,0,0,0,0,0
2719,convene,0,0,0,0,0,0,0,0,0,0
2720,convenience,0,0,0,0,0,0,1,0,0,0
2721,conveniences,0,0,0,0,0,0,0,0,0,0
2722,convenient,0,0,0,0,0,0,1,0,0,0
2723,convent,0,0,0,0,0,0,1,0,0,1
2724,convention,0,0,0,0,0,0,1,0,0,0
2725,conventional,0,0,0,0,0,0,0,0,0,0
2726,converge,0,0,0,0,0,0,0,0,0,0
2727,convergence,0,1,0,0,0,0,0,0,0,0
2728,convergent,0,0,0,0,0,0,0,0,0,0
2729,conversant,0,0,0,0,0,0,1,0,0,0
2730,conversation,0,0,0,0,0,0,0,0,0,0
2731,conversational,0,0,0,0,0,0,1,0,0,0
2732,converse,0,0,0,0,0,0,0,0,0,0
2733,conversing,0,0,0,0,0,0,0,0,0,0
2734,conversion,0,0,0,0,0,0,0,0,0,0
2735,convert,0,0,0,0,0,0,1,0,0,0
2736,converted,0,0,0,0,0,0,0,0,0,0
2737,convertible,0,0,0,0,0,0,0,0,0,0
2738,convex,0,0,0,0,0,0,0,0,0,0
2739,convexity,0,0,0,0,0,0,0,0,0,0
2740,convey,0,0,0,0,0,0,0,0,0,0
2741,conveyance,0,0,0,0,0,0,0,0,0,0
2742,conveyancing,0,0,0,0,0,0,0,0,0,1
2743,convict,1,0,1,1,0,1,0,1,0,0
2744,conviction,0,0,0,0,0,1,0,0,0,0
2745,convince,0,1,0,0,0,0,1,0,0,1
2746,convinced,0,0,0,0,0,0,0,0,0,1
2747,convincing,0,0,0,0,0,0,0,0,0,1
2748,convocation,0,0,0,0,0,0,0,0,0,0
2749,convoluted,0,0,0,0,0,0,0,0,0,0
2750,convolution,0,0,0,0,0,0,0,0,0,0
2751,convoy,0,0,0,0,0,0,0,0,0,0
2752,coo,0,0,0,0,0,0,0,0,0,0
2753,cook,0,0,0,0,0,0,0,0,0,0
2754,cookery,0,0,0,0,0,0,0,0,0,0
2755,cooking,0,0,0,0,0,0,0,0,0,0
2756,cool,0,0,0,0,0,0,1,0,0,0
2757,cooler,0,0,0,0,0,0,0,0,0,0
2758,cooling,0,0,0,0,0,0,0,0,0,0
2759,coolness,0,0,0,0,0,0,1,0,0,0
2760,coop,1,0,1,0,0,1,0,0,0,0
2761,cooperate,0,0,0,0,0,0,1,0,0,0
2762,cooperating,0,0,0,0,0,0,1,0,0,1
2763,cooperation,0,0,0,0,0,0,1,0,0,1
2764,cooperative,0,0,0,0,0,0,1,0,0,1
2765,coordinate,0,0,0,0,0,0,0,0,0,0
2766,cop,0,0,0,1,0,0,0,0,0,1
2767,copious,0,0,0,0,0,0,0,0,0,0
2768,copper,0,0,0,0,0,0,0,0,0,0
2769,copy,0,0,0,0,0,1,0,0,0,0
2770,copycat,1,0,1,0,0,1,0,0,0,0
2771,copying,0,0,0,0,0,0,0,0,0,0
2772,copyright,0,0,0,0,0,0,0,0,0,0
2773,coral,0,0,0,0,0,0,0,0,0,0
2774,cord,0,0,0,0,0,0,0,0,0,0
2775,cordon,0,0,0,0,0,0,0,0,0,0
2776,corduroy,0,0,0,0,0,0,0,0,0,0
2777,core,0,0,0,0,0,0,1,0,0,0
2778,cork,0,0,0,0,0,0,0,0,0,0
2779,corkscrew,0,0,0,0,0,0,0,0,0,0
2780,corn,0,0,0,0,0,0,0,0,0,0
2781,cornea,0,0,0,0,0,0,0,0,0,0
2782,corner,0,0,0,0,0,0,0,0,0,0
2783,cornet,0,0,0,0,0,0,0,0,0,0
2784,cornice,0,0,0,0,0,0,0,0,0,0
2785,cornstarch,0,0,0,0,0,0,0,0,0,0
2786,corollary,0,0,0,0,0,0,0,0,0,0
2787,corona,0,0,0,0,0,0,0,0,0,0
2788,coronation,0,0,0,0,1,0,1,0,0,1
2789,coroner,0,0,0,0,0,1,0,0,0,0
2790,corporal,0,0,0,0,0,1,0,0,0,0
2791,corporate,0,0,0,0,0,0,0,0,0,0
2792,corporation,0,0,0,0,0,0,1,0,0,1
2793,corporeal,0,0,0,0,0,0,1,0,0,0
2794,corps,0,0,0,0,0,0,0,0,0,0
2795,corpse,0,0,1,0,0,1,0,1,0,0
2796,corpus,0,0,0,0,0,0,0,0,0,0
2797,corral,0,0,0,0,0,0,0,0,0,0
2798,correction,0,0,0,0,0,1,0,0,0,0
2799,corrective,0,0,0,0,0,0,1,0,0,0
2800,correctness,0,0,0,0,0,0,0,0,0,1
2801,correlation,0,0,0,0,0,0,0,0,0,0
2802,correlative,0,0,0,0,0,0,0,0,0,0
2803,correspond,0,0,0,0,0,0,0,0,0,0
2804,correspondence,0,1,0,0,0,0,1,0,0,0
