,word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
0,aback,0,0,0,0,0,0,0,0,0,0
1,abacus,0,0,0,0,0,0,0,0,0,1
2,abandon,0,0,0,1,0,1,0,1,0,0
3,abandoned,1,0,0,1,0,1,0,1,0,0
4,abandonment,1,0,0,1,0,1,0,1,1,0
5,abate,0,0,0,0,0,0,0,0,0,0
6,abatement,0,0,0,0,0,0,0,0,0,0
7,abba,0,0,0,0,0,0,1,0,0,0
8,abbot,0,0,0,0,0,0,0,0,0,1
9,abbreviate,0,0,0,0,0,0,0,0,0,0
10,abbreviation,0,0,0,0,0,0,0,0,0,0
11,abdomen,0,0,0,0,0,0,0,0,0,0
12,abdominal,0,0,0,0,0,0,0,0,0,0
13,abduction,0,0,0,1,0,1,0,1,1,0
14,aberrant,0,0,0,0,0,1,0,0,0,0
15,aberration,0,0,1,0,0,1,0,0,0,0
16,abeyance,0,0,0,0,0,0,0,0,0,0
17,abhor,1,0,1,1,0,1,0,0,0,0
18,abhorrent,1,0,1,1,0,1,0,0,0,0
19,abide,0,0,0,0,0,0,0,0,0,0
20,ability,0,0,0,0,0,0,1,0,0,0
21,abject,0,0,1,0,0,1,0,0,0,0
22,ablation,0,0,0,0,0,0,0,0,0,0
23,ablaze,0,0,0,0,0,0,0,0,0,0
24,abnormal,0,0,1,0,0,1,0,0,0,0
25,aboard,0,0,0,0,0,0,0,0,0,0
26,abode,0,0,0,0,0,0,0,0,0,0
27,abolish,1,0,0,0,0,1,0,0,0,0
28,abolition,0,0,0,0,0,1,0,0,0,0
29,abominable,0,0,1,1,0,1,0,0,0,0
30,abomination,1,0,1,1,0,1,0,0,0,0
31,aboriginal,0,0,0,0,0,0,0,0,0,0
32,abort,0,0,0,0,0,1,0,0,0,0
33,abortion,0,0,1,1,0,1,0,1,0,0
34,abortive,0,0,0,0,0,1,0,1,0,0
35,abound,0,0,0,0,0,0,0,0,0,0
36,abovementioned,0,0,0,0,0,0,1,0,0,0
37,abrasion,0,0,0,0,0,1,0,0,0,0
38,abroad,0,0,0,0,0,0,0,0,0,0
39,abrogate,0,0,0,0,0,1,0,0,0,0
40,abrupt,0,0,0,0,0,0,0,0,1,0
41,abruptly,0,0,0,0,0,0,0,0,0,0
42,abscess,0,0,0,0,0,1,0,1,0,0
43,absence,0,0,0,1,0,1,0,1,0,0
44,absent,0,0,0,0,0,1,0,1,0,0
45,absentee,0,0,0,0,0,1,0,1,0,0
46,absenteeism,0,0,0,0,0,1,0,0,0,0
47,absinthe,0,0,0,0,0,0,0,0,0,0
48,absolute,0,0,0,0,0,0,1,0,0,0
49,absolution,0,0,0,0,1,0,1,0,0,1
50,absorbed,0,0,0,0,0,0,1,0,0,0
51,absorbent,0,0,0,0,0,0,0,0,0,0
52,absorbing,0,0,0,0,0,0,0,0,0,0
53,absorption,0,0,0,0,0,0,0,0,0,0
54,abstain,0,0,0,0,0,0,0,0,0,0
55,abstention,0,0,0,0,0,0,0,0,0,0
56,abstinence,0,0,0,0,0,0,0,0,0,0
57,abstract,0,0,0,0,0,0,0,0,0,0
58,abstraction,0,0,0,0,0,0,0,0,0,0
59,absurd,0,0,0,0,0,1,0,0,0,0
60,absurdity,0,0,0,0,0,1,0,0,0,0
61,abundance,0,1,1,0,1,1,1,0,0,1
62,abundant,0,0,0,0,1,0,1,0,0,0
63,abuse,1,0,1,1,0,1,0,1,0,0
64,abutment,0,0,0,0,0,0,0,0,0,0
65,aby,0,0,0,0,0,0,0,0,0,0
66,abysmal,0,0,0,0,0,1,0,1,0,0
67,abyss,0,0,0,1,0,1,0,1,0,0
68,academic,0,0,0,0,0,0,1,0,0,1
69,academy,0,0,0,0,0,0,1,0,0,0
70,accede,0,0,0,0,0,0,0,0,0,0
71,accelerate,0,1,0,0,0,0,0,0,0,0
72,acceleration,0,0,0,0,0,0,0,0,0,0
73,accent,0,0,0,0,0,0,0,0,0,0
74,accentuate,0,0,0,0,0,0,0,0,0,0
75,accept,0,0,0,0,0,0,0,0,0,0
76,acceptable,0,0,0,0,0,0,1,0,0,0
77,acceptance,0,0,0,0,0,0,1,0,0,0
78,access,0,0,0,0,0,0,0,0,0,0
79,accessible,0,0,0,0,0,0,1,0,0,0
80,accession,0,0,0,0,0,0,0,0,0,0
81,accessory,0,0,0,0,0,0,0,0,0,0
82,accident,0,0,0,1,0,1,0,1,1,0
83,accidental,0,0,0,1,0,1,0,0,1,0
84,accidentally,0,0,0,0,0,0,0,0,1,0
85,accolade,0,1,0,0,1,0,1,0,1,1
86,accommodate,0,0,0,0,0,0,0,0,0,0
87,accommodation,0,0,0,0,0,0,1,0,0,0
88,accompaniment,0,1,0,0,1,0,1,0,0,1
89,accompany,0,0,0,0,0,0,0,0,0,0
90,accompanying,0,0,0,0,0,0,0,0,0,0
91,accomplice,0,0,0,0,0,0,0,0,0,0
92,accomplish,0,0,0,0,1,0,1,0,0,0
93,accomplished,0,0,0,0,1,0,1,0,0,0
94,accomplishment,0,0,0,0,0,0,1,0,0,0
95,accord,0,0,0,0,0,0,1,0,0,1
96,accordance,0,0,0,0,0,0,0,0,0,0
97,accordion,0,0,0,0,0,0,0,0,0,0
98,account,0,0,0,0,0,0,0,0,0,1
99,accountability,0,0,0,0,0,0,1,0,0,1
100,accountable,0,0,0,0,0,0,1,0,0,1
101,accountant,0,0,0,0,0,0,0,0,0,1
102,accounting,0,0,0,0,0,0,0,0,0,0
103,accounts,0,0,0,0,0,0,0,0,0,1
104,accredited,0,0,0,0,0,0,1,0,0,1
105,accretion,0,0,0,0,0,0,0,0,0,0
106,accrue,0,0,0,0,0,0,0,0,0,0
107,accueil,0,0,0,0,0,0,1,0,0,0
108,accumulate,0,0,0,0,0,0,0,0,0,0
109,accumulation,0,0,0,0,0,0,0,0,0,0
110,accuracy,0,0,0,0,0,0,0,0,0,0
111,accurate,0,0,0,0,0,0,1,0,0,1
112,accursed,1,0,0,1,0,1,0,1,0,0
113,accusation,1,0,1,0,0,1,0,0,0,0
114,accusative,0,0,0,0,0,1,0,0,0,0
115,accused,1,0,0,1,0,1,0,0,0,0
116,accuser,1,0,0,1,0,1,0,0,0,0
117,accusing,1,0,0,1,0,1,0,0,0,0
118,accustomed,0,0,0,0,0,0,0,0,0,0
119,ace,0,0,0,0,0,0,1,0,0,0
120,acetic,0,0,0,0,0,0,0,0,0,0
121,ache,0,0,0,0,0,1,0,1,0,0
122,achieve,0,0,0,0,1,0,1,0,0,1
123,achievement,0,1,0,0,1,0,1,0,0,1
124,aching,0,0,0,0,0,1,0,1,0,0
125,acid,0,0,0,0,0,1,0,0,0,0
126,acidity,0,0,0,0,0,0,0,0,0,0
127,acknowledge,0,0,0,0,0,0,0,0,0,0
128,acknowledged,0,0,0,0,0,0,0,0,0,0
129,acknowledgment,0,0,0,0,0,0,1,0,0,0
130,acme,0,0,0,0,0,0,0,0,0,0
131,acoustic,0,0,0,0,0,0,0,0,0,0
132,acoustics,0,0,0,0,0,0,0,0,0,0
133,acquaint,0,0,0,0,0,0,0,0,0,0
134,acquaintance,0,0,0,0,0,0,0,0,0,0
135,acquainted,0,0,0,0,0,0,0,0,0,0
136,acquiescence,0,0,0,0,0,0,0,0,0,0
137,acquire,0,0,0,0,0,0,1,0,0,0
138,acquiring,0,1,0,0,0,0,1,0,0,0
139,acquisition,0,0,0,0,0,0,0,0,0,0
140,acquisitions,0,0,0,0,0,0,0,0,0,0
141,acreage,0,0,0,0,0,0,0,0,0,0
142,acres,0,0,0,0,0,0,0,0,0,0
143,acrobat,0,0,0,1,1,0,1,0,0,1
144,act,0,0,0,0,0,0,0,0,0,0
145,acting,0,0,0,0,0,0,0,0,0,0
146,action,0,0,0,0,0,0,1,0,0,0
147,actionable,1,0,1,0,0,1,0,0,0,0
148,active,0,0,0,0,0,0,0,0,0,0
149,activity,0,0,0,0,0,0,0,0,0,0
150,actor,0,0,0,0,0,0,0,0,0,0
151,actual,0,0,0,0,0,0,1,0,0,0
152,actuality,0,0,0,0,0,0,0,0,0,0
153,actuary,0,0,0,0,0,0,0,0,0,0
154,acuity,0,0,0,0,0,0,1,0,0,0
155,acumen,0,0,0,0,0,0,1,0,0,0
156,acupuncture,0,0,0,0,0,0,0,0,0,0
157,acutely,0,0,0,0,0,0,0,0,0,0
158,adage,0,0,0,0,0,0,0,0,0,0
159,adamant,0,0,0,0,0,0,0,0,0,0
160,adapt,0,0,0,0,0,0,1,0,0,0
161,adaptable,0,0,0,0,0,0,1,0,0,0
162,add,0,0,0,0,0,0,0,0,0,0
163,added,0,0,0,0,0,0,0,0,0,0
164,addendum,0,0,0,0,0,0,0,0,0,0
165,adder,1,0,1,1,0,1,0,1,0,0
166,addiction,0,0,0,0,0,1,0,0,0,0
167,addition,0,0,0,0,0,0,0,0,0,0
168,additional,0,0,0,0,0,0,0,0,0,0
169,additive,0,0,0,0,0,0,0,0,0,0
170,address,0,0,0,0,0,0,0,0,0,0
171,addressee,0,0,0,0,0,0,0,0,0,0
172,addresses,0,1,0,0,0,0,1,0,0,0
173,adept,0,0,0,0,0,0,1,0,0,0
174,adequacy,0,0,0,0,0,0,1,0,0,0
175,adequate,0,0,0,0,0,0,0,0,0,0
176,adhere,0,0,0,0,0,0,0,0,0,0
177,adherence,0,0,0,0,0,0,0,0,0,0
178,adherent,0,0,0,0,0,0,0,0,0,0
179,adhering,0,0,0,0,0,0,0,0,0,1
180,adhesion,0,0,0,0,0,0,0,0,0,0
181,adhesive,0,0,0,0,0,0,0,0,0,0
182,adieu,0,0,0,0,0,0,0,0,0,0
183,adipose,0,0,0,0,0,1,0,0,0,0
184,adjacency,0,0,0,0,0,0,0,0,0,0
185,adjacent,0,0,0,0,0,0,0,0,0,0
186,adjective,0,0,0,0,0,0,0,0,0,0
187,adjoining,0,0,0,0,0,0,0,0,0,0
188,adjourn,0,0,0,0,0,0,0,0,0,0
189,adjournment,0,0,0,0,0,0,0,0,0,0
190,adjudicate,0,0,0,1,0,1,0,0,0,0
191,adjudication,0,0,0,0,0,0,0,0,0,0
192,adjunct,0,0,0,0,0,0,1,0,0,0
193,adjust,0,0,0,0,0,0,0,0,0,0
194,adjustment,0,0,0,0,0,0,0,0,0,0
195,adjuvant,0,0,0,0,0,0,0,0,0,0
196,administer,0,0,0,0,0,0,0,0,0,0
197,administration,0,0,0,0,0,0,0,0,0,0
198,administrative,0,0,0,0,0,0,0,0,0,1
199,admirable,0,0,0,0,1,0,1,0,0,1
200,admiral,0,0,0,0,0,0,1,0,0,1
201,admiralty,0,0,0,0,0,0,0,0,0,0
202,admiration,0,0,0,0,1,0,1,0,0,1
203,admire,0,0,0,0,0,0,1,0,0,1
204,admirer,0,0,0,0,0,0,1,0,0,0
205,admissibility,0,0,0,0,0,0,0,0,0,0
206,admissible,0,0,0,0,0,0,1,0,0,1
207,admission,0,0,0,0,0,0,0,0,0,0
208,admit,0,0,0,0,0,0,0,0,0,0
209,admittance,0,0,0,0,0,0,0,0,0,0
210,admitted,0,0,0,0,0,0,0,0,0,0
211,admitting,0,0,0,0,0,0,0,0,0,0
212,admixture,0,0,0,0,0,0,0,0,0,0
213,admonition,0,0,0,1,0,1,0,0,0,0
214,ado,0,0,0,0,0,0,0,0,0,0
215,adobe,0,0,0,0,0,0,0,0,0,0
216,adolescence,0,0,0,0,0,0,0,0,0,0
217,adolescent,0,0,0,0,0,0,0,0,0,0
218,adopt,0,0,0,0,0,0,0,0,0,0
219,adoption,0,0,0,0,0,0,0,0,0,0
220,adorable,0,0,0,0,1,0,1,0,0,0
221,adoration,0,0,0,0,1,0,1,0,0,1
222,adore,0,1,0,0,1,0,1,0,0,1
223,adorn,0,0,0,0,0,0,0,0,0,0
224,adornment,0,0,0,0,0,0,0,0,0,0
225,adrift,0,1,0,1,0,1,0,1,0,0
226,adult,0,0,0,0,0,0,0,0,0,0
227,adulterated,0,0,0,0,0,1,0,0,0,0
228,adultery,0,0,1,0,0,1,0,1,0,0
229,advance,0,1,0,1,1,0,1,0,1,0
230,advanced,0,0,0,0,0,0,1,0,0,0
231,advancement,0,0,0,0,0,0,1,0,0,0
232,advancing,0,0,0,0,0,0,0,0,0,0
233,advantage,0,0,0,0,0,0,1,0,0,0
234,advantageous,0,0,0,0,0,0,1,0,0,0
235,advent,0,1,0,0,1,0,1,0,0,1
236,adventure,0,1,0,0,0,0,1,0,0,0
237,adventurer,0,0,0,0,0,0,0,0,0,0
238,adventurous,0,0,0,0,0,0,1,0,0,0
239,adversary,1,0,0,0,0,1,0,0,0,0
240,adverse,1,0,1,1,0,1,0,1,0,0
241,adversity,1,0,0,1,0,1,0,1,0,0
242,advertise,0,0,0,0,0,0,0,0,0,0
243,advertisement,0,0,0,0,0,0,0,0,0,0
244,advice,0,0,0,0,0,0,0,0,0,1
245,advisable,0,0,0,0,0,0,1,0,0,1
246,advise,0,0,0,0,0,0,1,0,0,1
247,advised,0,0,0,0,0,0,0,0,0,1
248,advisement,0,0,0,0,0,0,0,0,0,0
249,adviser,0,0,0,0,0,0,1,0,0,1
250,advocacy,1,1,0,0,1,0,1,0,0,1
251,advocate,0,0,0,0,0,0,0,0,0,1
252,aegis,0,0,0,0,0,0,0,0,0,0
253,aeration,0,0,0,0,0,0,0,0,0,0
254,aerial,0,0,0,0,0,0,0,0,0,0
255,aerodrome,0,0,0,0,0,0,0,0,0,0
256,aerodynamics,0,0,0,0,0,0,0,0,0,0
257,aeronautics,0,0,0,0,0,0,0,0,0,0
258,aeroplane,0,0,0,0,0,0,0,0,0,0
259,aesthetic,0,0,0,0,0,0,1,0,0,0
260,aesthetics,0,0,0,0,1,0,1,0,0,0
261,aetiology,0,0,0,0,0,0,0,0,0,0
262,afar,0,0,0,0,0,0,0,0,0,0
263,affable,0,0,0,0,0,0,1,0,0,0
264,affair,0,0,0,0,0,0,0,0,0,0
265,affecting,0,0,0,0,0,0,0,0,0,0
266,affection,0,0,0,0,1,0,1,0,0,1
267,affections,0,0,0,0,0,0,0,0,0,0
268,affiche,0,0,0,0,0,0,0,0,0,0
269,affidavit,0,0,0,0,0,0,0,0,0,0
270,affiliated,0,0,0,0,0,0,1,0,0,0
271,affiliation,0,0,0,0,0,0,0,0,0,0
272,affinity,0,0,0,0,0,0,0,0,0,0
273,affirm,0,0,0,0,0,0,1,0,0,1
274,affirmation,0,0,0,0,0,0,1,0,0,0
275,affirmative,0,0,0,0,0,0,1,0,0,0
276,affirmatively,0,0,0,0,0,0,1,0,0,1
277,affix,0,0,0,0,0,0,0,0,0,0
278,afflict,0,0,0,1,0,1,0,1,0,0
279,afflicted,0,0,0,0,0,1,0,0,0,0
280,affliction,0,0,1,1,0,1,0,1,0,0
281,affluence,0,0,0,0,1,0,1,0,0,0
282,affluent,0,0,0,0,0,0,1,0,0,0
283,afford,0,0,0,0,0,0,1,0,0,0
284,affront,1,0,1,1,0,1,0,1,1,0
285,afield,0,0,0,0,0,0,0,0,0,0
286,afore,0,0,0,0,0,0,0,0,0,0
287,aforementioned,0,0,0,0,0,0,0,0,0,0
288,aforesaid,0,0,0,0,0,0,0,0,0,0
289,afraid,0,0,0,1,0,1,0,0,0,0
290,afresh,0,0,0,0,0,0,0,0,0,0
291,aft,0,0,0,0,0,0,0,0,0,0
292,aftermath,1,0,1,1,0,1,0,1,0,0
293,afternoon,0,0,0,0,0,0,0,0,0,0
294,aftertaste,0,0,0,0,0,1,0,0,0,0
295,afterthought,0,0,0,0,0,0,0,0,0,0
296,aga,0,0,0,1,0,0,1,0,0,1
297,agate,0,0,0,0,0,0,0,0,0,0
298,age,0,0,0,0,0,0,0,0,0,0
299,aged,0,0,0,0,0,0,0,0,0,0
300,agency,0,0,0,0,0,0,0,0,0,0
301,agent,0,0,0,0,0,0,0,0,0,0
302,agglomeration,0,0,0,0,0,0,0,0,0,0
303,aggravated,1,0,0,0,0,1,0,0,0,0
304,aggravating,1,0,0,0,0,1,0,1,0,0
305,aggravation,1,0,1,0,0,1,0,0,0,0
306,aggregate,0,0,0,0,0,0,0,0,0,0
307,aggregation,0,0,0,0,0,0,0,0,0,0
308,aggression,1,0,0,1,0,1,0,0,0,0
309,aggressive,1,0,0,1,0,1,0,0,0,0
310,aggressor,1,0,0,1,0,1,0,0,0,0
311,aghast,0,0,1,1,0,1,0,0,1,0
312,agile,0,0,0,0,0,0,1,0,0,0
313,agility,0,0,0,0,0,0,1,0,0,0
314,agitated,1,0,0,0,0,1,0,0,0,0
315,agitation,1,0,0,0,0,1,0,0,0,0
316,agnostic,0,0,0,0,0,0,0,0,0,0
317,ago,0,0,0,0,0,0,0,0,0,0
318,agonizing,0,0,0,1,0,1,0,0,0,0
319,agony,1,0,0,1,0,1,0,1,0,0
320,agree,0,0,0,0,0,0,1,0,0,0
321,agreeable,0,0,0,0,0,0,1,0,0,1
322,agreed,0,0,0,0,0,0,1,0,0,1
323,agreeing,0,0,0,0,0,0,1,0,0,1
324,agreement,0,0,0,0,0,0,1,0,0,1
325,agricultural,0,0,0,0,0,0,0,0,0,0
326,agriculture,0,0,0,0,0,0,1,0,0,0
327,aground,0,0,0,0,0,1,0,0,0,0
328,agua,0,0,0,0,0,0,0,0,0,0
329,ahead,0,0,0,0,0,0,1,0,0,0
330,aid,0,0,0,0,0,0,1,0,0,0
331,aiding,0,0,0,0,0,0,1,0,0,0
332,ail,0,0,0,0,0,1,0,1,0,0
333,ailing,0,0,0,1,0,1,0,1,0,0
334,ailment,0,0,0,0,0,0,0,0,0,0
335,aim,0,0,0,0,0,0,0,0,0,0
336,aimless,0,0,0,0,0,1,0,0,0,0
337,air,0,0,0,0,0,0,0,0,0,0
338,airbag,0,0,0,0,0,0,0,0,0,0
339,airlift,0,0,0,0,0,0,0,0,0,0
340,airline,0,0,0,0,0,0,0,0,0,0
341,airman,0,0,0,0,0,0,0,0,0,0
342,airplane,0,0,0,0,0,0,0,0,0,0
343,airport,0,1,0,0,0,0,0,0,0,0
344,airs,0,0,1,0,0,1,0,0,0,0
345,airship,0,0,0,0,0,0,0,0,0,0
346,aisle,0,0,0,0,0,0,0,0,0,0
347,ait,0,0,0,0,0,0,0,0,0,0
348,ajar,0,0,0,0,0,0,0,0,0,0
349,akin,0,0,0,0,0,0,0,0,0,1
350,alabaster,0,0,0,0,0,0,1,0,0,0
351,alarm,0,0,0,1,0,1,0,0,1,0
352,alarming,0,0,0,1,0,1,0,0,1,0
353,alb,0,0,0,0,0,0,0,0,0,1
354,album,0,0,0,0,0,0,0,0,0,0
355,alchemy,0,0,0,0,0,0,0,0,0,0
356,alcohol,0,0,0,0,0,0,0,0,0,0
357,alcoholism,1,0,1,1,0,1,0,1,0,0
358,alcove,0,0,0,0,0,0,0,0,0,0
359,alert,0,0,0,0,0,0,0,0,0,0
360,alertness,0,1,0,1,0,0,1,0,1,0
361,alerts,0,1,0,1,0,0,0,0,1,0
362,alfalfa,0,0,0,0,0,0,0,0,0,0
363,algebra,0,0,0,0,0,0,0,0,0,0
364,algebraic,0,0,0,0,0,0,0,0,0,0
365,algorithm,0,0,0,0,0,0,0,0,0,0
366,alibi,0,0,0,0,0,0,0,0,0,0
367,alien,0,0,1,1,0,1,0,0,0,0
368,alienate,1,0,1,0,0,1,0,0,0,0
369,alienated,0,0,0,0,0,1,0,1,0,0
370,alienation,1,0,1,1,0,1,0,1,0,0
371,alight,0,0,0,0,0,0,0,0,0,0
372,aligned,0,0,0,0,0,0,0,0,0,0
373,alignment,0,0,0,0,0,0,0,0,0,0
374,alike,0,0,0,0,0,0,0,0,0,0
375,alimentation,0,0,0,0,0,0,1,0,0,0
376,alimony,0,0,0,0,0,1,0,0,0,0
377,aliquot,0,0,0,0,0,0,0,0,0,0
378,alive,0,1,0,0,1,0,1,0,0,1
379,alkali,0,0,0,0,0,0,0,0,0,0
380,alkaloids,0,0,0,0,0,0,0,0,0,0
381,allay,0,0,0,0,0,0,1,0,0,0
382,allegation,1,0,0,0,0,1,0,0,0,0
383,allege,0,0,0,0,0,1,0,0,0,0
384,alleged,0,0,0,0,0,0,0,0,0,0
385,allegiance,0,0,0,0,0,0,1,0,0,1
386,allegorical,0,0,0,0,0,0,0,0,0,0
387,allegory,0,0,0,0,0,0,0,0,0,0
388,allegro,0,0,0,0,0,0,1,0,0,0
389,alleviate,0,0,0,0,0,0,1,0,0,0
390,alleviation,0,0,0,0,0,0,1,0,0,0
391,alley,0,0,0,0,0,0,0,0,0,0
392,alliance,0,0,0,0,0,0,0,0,0,1
393,allied,0,0,0,0,0,0,1,0,0,1
394,alligator,0,0,0,0,0,0,0,0,0,0
395,allocate,0,0,0,0,0,0,0,0,0,0
396,allocation,0,0,0,0,0,0,0,0,0,0
397,allot,0,0,0,0,0,0,0,0,0,0
398,allotment,0,0,0,0,0,0,0,0,0,0
399,allowable,0,0,0,0,0,0,1,0,0,0
400,allowance,0,0,0,0,0,0,0,0,0,0
401,allowed,0,0,0,0,0,0,0,0,0,0
402,alloy,0,0,0,0,0,0,0,0,0,0
403,allure,0,1,0,0,1,0,1,0,1,0
404,alluring,0,0,0,0,0,0,1,0,0,0
405,allusion,0,0,0,0,0,0,0,0,0,0
406,alluvial,0,0,0,0,0,0,0,0,0,0
407,ally,0,0,0,0,0,0,1,0,0,1
408,almanac,0,0,0,0,0,0,0,0,0,0
409,almighty,0,0,0,0,0,0,1,0,0,0
410,aloft,0,0,0,0,0,0,0,0,0,0
411,aloha,0,1,0,0,1,0,1,0,0,0
412,alongside,0,0,0,0,0,0,0,0,0,0
413,aloof,0,0,0,0,0,1,0,0,0,0
414,aloud,0,0,0,0,0,0,0,0,0,0
415,alphabet,0,0,0,0,0,0,0,0,0,0
416,alphabetical,0,0,0,0,0,0,0,0,0,0
417,altar,0,0,0,0,0,0,0,0,0,0
418,alter,0,0,0,0,0,0,0,0,0,0
419,alteration,0,0,0,0,0,0,0,0,0,0
420,altercation,1,0,0,0,0,1,0,0,0,0
421,altered,0,0,0,0,0,0,0,0,0,0
422,alternate,0,0,0,0,0,0,0,0,0,0
423,alternative,0,0,0,0,0,0,0,0,0,0
424,altitude,0,0,0,0,0,0,0,0,0,0
425,alto,0,0,0,0,0,0,0,0,0,0
426,altogether,0,0,0,0,0,0,0,0,0,0
427,alumnus,0,0,0,0,0,0,0,0,0,0
428,alveolar,0,0,0,0,0,0,0,0,0,0
429,amalgam,0,0,0,0,0,0,0,0,0,0
430,amalgamation,0,0,0,0,0,0,0,0,0,0
431,amass,0,0,0,0,0,0,0,0,0,0
432,amateur,0,0,0,0,0,0,0,0,0,0
433,amaze,0,0,0,0,0,0,0,0,1,0
434,amazement,0,0,0,0,0,0,0,0,0,0
435,amazingly,0,0,0,0,1,0,1,0,1,0
436,ambassador,0,0,0,0,0,0,1,0,0,1
437,amber,0,0,0,0,0,0,0,0,0,0
438,ambient,0,0,0,0,0,0,0,0,0,0
439,ambiguity,0,0,0,0,0,0,0,0,0,0
440,ambiguous,0,0,0,0,0,1,0,0,0,0
441,ambit,0,0,0,0,0,0,0,0,0,0
442,ambition,0,1,0,0,1,0,1,0,0,1
443,ambitious,0,0,0,0,0,0,0,0,0,0
444,ambulance,0,0,0,1,0,0,0,0,0,1
445,ambush,1,0,0,1,0,1,0,0,1,0
446,ameliorate,0,0,0,0,0,0,1,0,0,0
447,amen,0,0,0,0,1,0,1,0,0,1
448,amenable,0,0,0,0,0,0,1,0,0,0
449,amend,0,0,0,0,0,0,1,0,0,0
450,amendment,0,0,0,0,0,0,0,0,0,0
451,amends,0,0,0,0,0,0,1,0,0,0
452,amenity,0,0,0,0,0,0,1,0,0,0
453,amethyst,0,0,0,0,0,0,0,0,0,0
454,amiable,0,0,0,0,0,0,1,0,0,0
455,amicable,0,0,0,0,1,0,1,0,0,0
456,amid,0,0,0,0,0,0,0,0,0,0
457,amidst,0,0,0,0,0,0,0,0,0,0
458,ammonia,0,0,1,0,0,0,0,0,0,0
459,ammunition,0,0,0,0,0,0,0,0,0,0
460,amnesia,0,0,0,0,0,1,0,0,0,0
461,amnesty,0,0,0,0,1,0,1,0,0,0
462,amorphous,0,0,0,0,0,0,0,0,0,0
463,amortization,0,0,0,0,0,0,0,0,0,1
464,amount,0,0,0,0,0,0,0,0,0,0
465,amour,0,1,0,0,1,0,1,0,0,1
466,ampersand,0,0,0,0,0,0,0,0,0,0
467,amphetamines,0,0,1,0,0,1,0,0,0,0
468,amphibian,0,0,0,0,0,0,0,0,0,0
469,amphibious,0,0,0,0,0,0,0,0,0,0
470,amphitheater,0,0,0,0,0,0,0,0,0,0
471,amplification,0,0,0,0,0,0,0,0,0,0
472,amplify,0,0,0,0,0,0,0,0,0,0
473,amplitude,0,0,0,0,0,0,0,0,0,0
474,amply,0,0,0,0,0,0,0,0,0,0
475,amputation,0,0,0,0,0,0,0,0,0,0
476,amulet,0,0,0,0,0,0,0,0,0,0
477,amuse,0,0,0,0,1,0,1,0,0,0
478,amused,0,0,0,0,1,0,1,0,0,0
479,amusement,0,0,0,0,1,0,1,0,0,0
480,amusing,0,0,0,0,1,0,1,0,0,0
481,ana,0,0,0,0,0,0,0,0,0,0
482,anaconda,0,0,1,1,0,1,0,0,0,0
483,anaesthesia,0,0,0,0,0,0,0,0,0,0
484,anaesthetic,0,0,0,0,0,0,0,0,0,0
485,anal,0,0,0,0,0,1,0,0,0,0
486,analgesic,0,0,0,0,0,0,0,0,0,0
487,analogous,0,0,0,0,0,0,0,0,0,0
488,analogue,0,0,0,0,0,0,0,0,0,0
489,analogy,0,0,0,0,0,0,0,0,0,0
490,analysis,0,0,0,0,0,0,0,0,0,0
491,analyst,0,1,0,0,0,0,1,0,0,1
492,analytic,0,0,0,0,0,0,0,0,0,0
493,analyze,0,0,0,0,0,0,0,0,0,0
494,analyzer,0,0,0,0,0,0,0,0,0,0
495,anarchism,1,0,0,1,0,1,0,0,0,0
496,anarchist,1,0,0,1,0,1,0,0,0,0
497,anarchy,1,0,0,1,0,1,0,0,0,0
498,anastomosis,0,0,0,0,0,0,0,0,0,0
499,anathema,1,0,1,1,0,1,0,1,0,0
500,anatomic,0,0,0,0,0,0,0,0,0,0
501,anatomy,0,0,0,0,0,0,0,0,0,0
502,ancestor,0,0,0,0,0,0,0,0,0,0
503,ancestral,0,0,0,0,0,0,0,0,0,1
504,ancestry,0,0,0,0,0,0,0,0,0,0
505,anchor,0,0,0,0,0,0,1,0,0,0
506,anchorage,0,0,0,0,0,0,1,1,0,0
507,ancient,0,0,0,0,0,1,0,0,0,0
508,ancillary,0,0,0,0,0,0,0,0,0,0
509,androgen,0,0,0,0,0,0,0,0,0,0
510,anemone,0,0,0,0,0,0,0,0,0,0
511,anew,0,0,0,0,0,0,0,0,0,0
512,angel,0,1,0,0,1,0,1,0,1,1
513,angelic,0,0,0,0,1,0,1,0,0,1
514,anger,1,0,0,0,0,1,0,0,0,0
515,angina,0,0,0,1,0,1,0,0,0,0
516,angiography,0,0,0,0,0,0,0,0,0,0
517,angle,0,0,0,0,0,0,0,0,0,0
518,angling,0,1,0,0,0,1,0,0,0,0
519,angry,1,0,1,0,0,1,0,0,0,0
520,anguish,1,0,0,1,0,1,0,1,0,0
521,angular,0,0,0,0,0,0,0,0,0,0
522,anhydrous,0,0,0,0,0,0,0,0,0,0
523,animal,0,0,0,0,0,0,0,0,0,0
524,animate,0,0,0,0,0,0,1,0,0,0
525,animated,0,0,0,0,1,0,1,0,0,0
526,animation,0,0,0,0,0,0,0,0,0,0
527,animosity,1,0,1,1,0,1,0,1,0,0
528,animus,1,0,0,0,0,1,0,0,0,0
529,ankle,0,0,0,0,0,0,0,0,0,0
530,annals,0,0,0,0,0,0,0,0,0,0
531,annex,0,0,0,0,0,0,0,0,0,0
532,annexation,0,0,0,0,0,0,0,0,0,0
533,annexe,0,0,0,0,0,0,0,0,0,0
