song_id,title,artist,anger_score,anticipation_score,disgust_score,fear_score,joy_score,negative_score,positive_score,sadness_score,surprise_score,trust_score
3038,Lush Life,Lady Gaga,12,7,8,13,5,26,18,16,3,9
3035,Christmas Tree,Lady Gaga,3,5,3,4,4,7,13,3,4,6
3005,"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,4,6,3,3,5,10,14,3,2,7
2981,Marry the Night,Lady Gaga,9,12,4,10,10,18,18,12,7,9
2974,Cake Like Lady Gaga,Lady Gaga,13,7,12,14,5,25,19,11,2,12
2973,Fashion!,Lady Gaga,6,6,6,6,7,13,18,5,2,10
2967,Enigma,Lady Gaga,4,8,3,8,6,10,13,5,5,5
2964,Swine,Lady Gaga,5,3,6,9,4,11,14,4,3,3
2960,Fun Tonight,Lady Gaga,9,12,5,13,7,15,16,8,7,6
2955,Is That Alright?,Lady Gaga,5,9,6,11,11,14,25,7,7,10
2950,Stupid Love,Lady Gaga,4,4,5,5,5,13,9,7,1,5
2944,Aura,Lady Gaga,10,10,11,13,13,19,20,8,6,9
2942,Donatella,Lady Gaga,5,4,6,6,7,17,21,7,3,8
2936,911,Lady Gaga,6,7,4,7,10,12,20,5,3,8
2935,G.U.Y.,Lady Gaga,7,9,4,8,7,14,24,8,7,13
2931,Sexxx Dreams,Lady Gaga,16,11,14,13,8,30,20,12,2,12
2987,Grigio Girls,Lady Gaga,3,6,1,5,7,10,13,8,3,5
2962,ARTPOP,Lady Gaga,4,10,4,5,10,7,18,8,4,7
3079,MANiCURE (Demo),Lady Gaga,8,11,4,5,10,19,20,7,7,11
3031,Brooklyn Nights,Lady Gaga,10,12,5,9,10,16,21,9,5,10
3015,Princess Die,Lady Gaga,10,6,8,14,8,21,21,11,4,7
3013,I Wanna Be With U,Lady Gaga,9,9,5,8,8,12,12,9,6,5
2956,Replay,Lady Gaga,10,5,11,11,3,18,11,10,2,6
3068,White Christmas (Live),Lady Gaga,2,3,4,2,5,4,10,1,1,2
3021,"Beautiful, Dirty, Rich",Lady Gaga,8,5,7,5,6,15,11,6,5,6
3003,Teeth,Lady Gaga,8,5,6,9,7,13,14,6,4,11
2977,Bloody Mary,Lady Gaga,5,8,5,5,6,13,17,6,5,8
2966,MANiCURE,Lady Gaga,7,5,3,8,4,15,9,8,3,3
3081,Red and Blue,Lady Gaga,5,4,3,6,7,13,15,5,5,7
3106,Ribbons,Lady Gaga,7,9,4,3,8,16,19,4,4,7
3105,Orange Colored Sky (Live),Lady Gaga,7,10,4,7,10,17,17,7,7,7
3060,We Could Be Lovers,Lady Gaga,11,5,8,16,7,22,10,8,4,6
2989,Just Another Day,Lady Gaga,6,3,5,3,9,10,19,6,6,5
