song_id,title,artist,anger_score,anticipation_score,disgust_score,fear_score,joy_score,negative_score,positive_score,sadness_score,surprise_score,trust_score
4473,Check on It (Homecoming Live),Beyoncé,2,7,2,5,2,9,10,6,2,6
4470,Beautiful Liar (Bello Embustero) [Spanish Version],Beyoncé,4,2,2,4,0,6,3,3,0,1
4438,Honesty,Beyoncé,5,6,7,7,12,11,24,11,1,19
4435,Trust In Me,Beyoncé,1,2,1,1,3,3,7,1,1,5
4425,Back Up,Beyoncé,6,5,6,9,3,12,10,8,2,4
4421,Once In A Lifetime,Beyoncé,4,8,2,5,7,10,14,3,1,8
4417,Si Yo Fuera un Chico,Beyoncé,4,2,3,3,2,7,8,4,2,3
4385,Radio,Beyoncé,7,7,5,7,4,13,13,10,4,5
4381,All I Could Do Was Cry,Beyoncé,7,5,2,6,6,10,12,9,2,6
4376,Daddy,Beyoncé,8,11,7,11,16,26,29,15,6,16
4466,So Much Damn Swag (Interlude) [Homecoming Live],Beyoncé,5,1,3,5,5,10,10,7,2,4
4440,Crazy in Love (Homecoming Live),Beyoncé,8,8,5,5,10,15,20,10,4,9
4407,Bow Down (Homecoming Live),Beyoncé,6,6,5,5,5,10,12,6,1,8
4375,Top Off (Homecoming Live),Beyoncé,9,8,6,10,6,13,15,12,5,8
4365,Mi Gente [Homecoming Live],Beyoncé,12,13,10,14,10,21,27,16,4,12
4617,Diva (Live),Beyoncé,9,7,9,8,1,18,15,8,2,6
4600,Freakum Dress (Live),Beyoncé,5,8,4,7,1,10,16,5,1,5
4597,Freakum Dress (Beyoncé Experience Live),Beyoncé,5,8,4,7,1,11,17,6,1,5
4526,Love Me...,Beyoncé,4,4,3,3,1,6,2,1,2,2
4508,Now I Know (Forever To Bleed),Beyoncé,13,5,10,12,2,19,6,16,0,4
4486,Lift Every Voice and Sing (Blue’s Version) [Homecoming Live],Beyoncé,4,12,6,8,16,14,27,11,6,15
4416,Kitty Kat (Homecoming Live),Beyoncé,4,2,4,2,2,7,5,3,1,2
4412,Lost Yo Mind,Beyoncé,10,4,4,9,3,24,13,8,1,10
4396,Diva (Homecoming Live),Beyoncé,8,9,8,8,3,16,15,11,1,8
4459,Bug a Boo Roll Call (Interlude) [Homecoming Live],Beyoncé,2,2,2,3,2,4,3,2,2,1
4363,Rather Die Young,Beyoncé,4,1,2,6,1,6,8,4,1,1
4463,Oye,Beyoncé,5,3,2,4,1,8,7,5,2,7
4426,Amor Gitano,Beyoncé,5,6,3,5,2,6,5,3,2,5
4584,"Me, Myself and I (Beyoncé Experience Live)",Beyoncé,9,11,8,12,10,27,23,12,5,12
4533,"Swing Low, Sweet Chariot",Beyoncé,1,2,1,1,3,3,5,0,2,3
4493,Encore for the Fans,Beyoncé,4,4,6,6,5,9,13,6,2,9
4487,Single Ladies (Put a Ring on It) [Homecoming Live],Beyoncé,3,6,6,7,5,12,12,10,2,5
4406,Save the Hero,Beyoncé,8,3,4,8,4,13,12,12,2,6
4620,Outro,Beyoncé,3,8,2,6,7,4,13,3,1,8
4618,Beautiful Liar (Beyoncé Experience Live),Beyoncé,9,7,7,9,8,21,18,10,4,5
4427,Yoncé (Homecoming Live),Beyoncé,6,2,5,6,2,15,6,6,2,0
4550,Green Light Medley (The Beyonce Experience Live),Beyoncé,5,8,4,10,4,15,11,10,1,3
4518,Time To Come Home,Beyoncé,13,14,7,12,15,24,30,14,6,14
4653,Green Light (HBA Remix),Beyoncé,2,3,2,3,4,8,8,3,1,2
4558,Cali Girl Dreams,Beyoncé,6,5,7,5,4,11,8,4,3,3
4429,7/11 (Homecoming Live),Beyoncé,7,3,3,6,3,11,9,4,1,5
4446,​come home (nala interlude),Beyoncé,0,0,0,0,0,0,3,0,0,2
4361,He Still Loves Me,Beyoncé,7,11,8,6,15,15,30,9,6,17
4536,Step on Over,Beyoncé,0,0,0,1,1,3,1,2,0,1
4460,Haunted (Michael Diamond Remix),Beyoncé,2,1,1,6,1,7,4,3,2,1
4454,Party (Homecoming Live),Beyoncé,8,10,9,11,12,21,21,8,5,13
4422,Freedom (Homecoming Live),Beyoncé,5,3,6,6,4,13,12,8,3,6
4415,Lift Every Voice and Sing (Homecoming Live),Beyoncé,1,5,1,2,6,3,8,3,3,3
4450,Beyoncé Interlude,Beyoncé,2,2,1,2,3,3,4,2,0,1
4615,At Last (Live),Beyoncé,2,4,3,3,6,3,7,5,3,3
4548,When You Wish Upon a Star,Beyoncé,2,3,1,1,2,2,5,2,1,2
4386,At Last,Beyoncé,2,4,3,3,6,3,7,5,3,3
4448,Welcome (Homecoming Live),Beyoncé,2,3,2,4,2,9,7,4,1,3
4393,I Been On (Homecoming Live),Beyoncé,5,4,3,5,4,9,9,3,5,6
4599,Intro,Beyoncé,0,3,0,1,2,3,4,2,1,1
4499,So Amazing,Beyoncé,4,7,4,6,7,6,10,5,6,5
4471,Hold Up (Homecoming Live),Beyoncé,4,4,6,4,4,8,9,3,2,5
4510,Eclipse,Beyoncé,1,1,0,2,0,1,1,1,0,0
4456,​war (nala interlude),Beyoncé,1,0,1,3,0,2,2,2,0,0
4658,Sweet Dreams (OK DAC Remix),Beyoncé,5,13,6,9,13,13,24,12,8,13
